f-end f-init score video-frames video-name
1450 1275 0.53438392964189152 1500 video_test_0000560
863 820 0.53267121879269552 1500 video_test_0000560
163 120 0.52919856120796926 1500 video_test_0000560
888 754 0.52551602118123208 1500 video_test_0000560
182 66 0.50743422939846772 1500 video_test_0000560
851 808 0.5063756011017273 1500 video_test_0000560
1379 1336 0.50333529669770183 1500 video_test_0000560
879 836 0.5023678628122441 1500 video_test_0000560
687 644 0.50008876953400494 1500 video_test_0000560
415 372 0.49563435682626267 1500 video_test_0000560
842 726 0.49387979712322727 1500 video_test_0000560
835 792 0.49193787153323065 1500 video_test_0000560
826 675 0.48753726841038858 1500 video_test_0000560
776 660 0.46973680388999584 1500 video_test_0000560
220 0 0.46134989346903976 1500 video_test_0000560
707 664 0.45512435907560345 1500 video_test_0000560
797 702 0.44719467267091462 1500 video_test_0000560
727 684 0.44526478314814277 1500 video_test_0000560
823 780 0.43702574066460076 1500 video_test_0000560
799 756 0.4313345535057358 1500 video_test_0000560
767 724 0.42199389304315305 1500 video_test_0000560
783 740 0.42005875630226241 1500 video_test_0000560
743 700 0.40878716073786381 1500 video_test_0000560
755 712 0.39338185708706386 1500 video_test_0000560
811 768 0.38702889275790264 1500 video_test_0000560
151 108 0.37464451973270918 1500 video_test_0000560
1427 1332 0.32908369314717889 1500 video_test_0000560
160 26 0.31277825826200989 1500 video_test_0000560
1395 1352 0.30027426941515101 1500 video_test_0000560
1469 1353 0.22375986207753795 1500 video_test_0000560
139 96 0.22012719552042004 1500 video_test_0000560
1435 1392 0.16227070102536634 1500 video_test_0000560
113 18 0.16051076207906834 1500 video_test_0000560
1451 1408 0.15699661005271426 1500 video_test_0000560
79 36 0.14484393324436606 1500 video_test_0000560
1467 1424 0.13495818596970965 1500 video_test_0000560
63 20 0.1334195772623864 1500 video_test_0000560
95 52 0.12683024428657796 1500 video_test_0000560
107 64 0.12676760493582595 1500 video_test_0000560
123 80 0.11882279268186113 1500 video_test_0000560
1419 1376 0.11141779855208533 1500 video_test_0000560
47 4 0.087620020120703246 1500 video_test_0000560
1407 1364 0.036245131432284694 1500 video_test_0000560
