f-end f-init score video-frames video-name
758 250 0.80738704289774887 1000 video_test_0000560
976 825 0.80352231438458355 1000 video_test_0000560
950 855 0.79306269391416773 1000 video_test_0000560
680 585 0.79268535001703089 1000 video_test_0000560
691 540 0.79225083238569438 1000 video_test_0000560
379 336 0.78913238827742993 1000 video_test_0000560
351 308 0.78502601279524509 1000 video_test_0000560
443 400 0.78236070576662242 1000 video_test_0000560
512 46 0.76884761426699544 1000 video_test_0000560
175 132 0.76582564585358559 1000 video_test_0000560
401 306 0.76371731941663279 1000 video_test_0000560
659 616 0.75146601838715332 1000 video_test_0000560
958 450 0.74820116256870639 1000 video_test_0000560
718 0 0.74065127947054932 1000 video_test_0000560
215 99 0.71875643162945568 1000 video_test_0000560
780 520 0.71465505080372527 1000 video_test_0000560
286 66 0.71256552053346933 1000 video_test_0000560
391 348 0.69866825507651553 1000 video_test_0000560
915 872 0.68599355674128171 1000 video_test_0000560
736 585 0.67655888219589988 1000 video_test_0000560
968 748 0.66711566670985456 1000 video_test_0000560
927 793 0.6531897605688145 1000 video_test_0000560
427 384 0.65102684742509842 1000 video_test_0000560
874 558 0.64144810021706267 1000 video_test_0000560
403 360 0.62053682157968426 1000 video_test_0000560
716 621 0.61883484811304779 1000 video_test_0000560
936 676 0.61417216989989987 1000 video_test_0000560
675 632 0.6071992175494767 1000 video_test_0000560
895 852 0.59053355844202726 1000 video_test_0000560
787 612 0.56168624670340872 1000 video_test_0000560
863 820 0.5410011608306764 1000 video_test_0000560
163 120 0.53731605928758919 1000 video_test_0000560
888 754 0.53340823549445249 1000 video_test_0000560
182 66 0.51422026859166348 1000 video_test_0000560
851 808 0.51309687744966537 1000 video_test_0000560
879 836 0.50884396100324647 1000 video_test_0000560
687 644 0.50642544148280233 1000 video_test_0000560
415 372 0.50169852477928212 1000 video_test_0000560
842 726 0.49983662779942084 1000 video_test_0000560
838 663 0.4985508811225654 1000 video_test_0000560
835 792 0.49777590260159765 1000 video_test_0000560
743 648 0.49371243749129734 1000 video_test_0000560
770 675 0.46857062557450879 1000 video_test_0000560
220 0 0.46531666859590659 1000 video_test_0000560
707 664 0.45871027973087741 1000 video_test_0000560
797 702 0.4502954853282729 1000 video_test_0000560
727 684 0.44824753251840344 1000 video_test_0000560
823 780 0.43950445681085282 1000 video_test_0000560
799 756 0.43346510450805886 1000 video_test_0000560
767 724 0.42355301803126033 1000 video_test_0000560
783 740 0.42149949699846223 1000 video_test_0000560
743 700 0.40953834816820855 1000 video_test_0000560
755 712 0.39319060674245399 1000 video_test_0000560
811 768 0.38644899226380824 1000 video_test_0000560
151 108 0.37330699048798222 1000 video_test_0000560
160 26 0.30765598688387008 1000 video_test_0000560
139 96 0.20933688517358229 1000 video_test_0000560
113 18 0.14607334550461171 1000 video_test_0000560
79 36 0.12944807978075379 1000 video_test_0000560
63 20 0.11732482523266985 1000 video_test_0000560
95 52 0.1103323819742652 1000 video_test_0000560
107 64 0.11026591058672341 1000 video_test_0000560
123 80 0.10183506499302175 1000 video_test_0000560
47 4 0.06872342570573331 1000 video_test_0000560
